62359	
	-0.1	4630.890357	3843.75	4677.345462	3775.586677
	1506.303919	4121.661078	5057.354572	4675.193833	305.1480917
	4220.982257	327.855712	4185.41127	2901.433149	1515.749749
	850.4536935	566.0721903	6341.151546	1503.515976	1210.914601
	4918.641724	4477.245655	204.2027992	1568.234929	995.7135502
	5453.212676	2879.531507	-0.1	421.559297	4187.77897
	5972.96158	437.5	144.7378709	1004.120475	1172.371942
	2601.333588	4032.715112	630.4995258	-0.1	934.2033242
	1242.940641	3215.827806	3256.610536	6602.345715	87.59008258
	787.4655149	3216.685994	3534.267841	2549.129424	88.05477791
	4381.871747	172.7049103	2656.562042	2899.777648	3277.533982
	4161.560309	4312.5	4010.384438	2302.058352	1994.971309
	1268.560001	180.9625061	3567.716291	3579.490917	2418.48753
	4160.71298	4046.102247	3027.753591	980.1118074	697.9935227
	373.3365338	1572.995185	3068.80465	3535.677263	5589.067024
	567.7432617	378.0984547	561.1153215	1747.343793	-0.1
	555.7864137	4328.742612	4187.262077	1429.19234	3048.248213
	1898.68426	187.5	336.3922518	964.0149313	1746.669298
	2387.946097	3436.720214	2491.857063	793.0310152	128.2858713
	-0.1	394.801311	1217.614561	2653.322561	870.3988101
	3862.073524	802.8369953	2791.368251	215.1246907	53.44700951
	-0.1	341.4267792	817.6932274	1812.820898	-0.1
	3296.764175	74.71219132	6.59186761	-0.1	507.846477
	904.5549646	2197.029412	3916.39582	3720.1949	438.7756923
	2289.632858	778.6177727	46.79315415	386.9121307	941.6619371
	1745.524965	2998.381285	3808.166122	778.6416634	393.0886242
	153.9133205	-0.1	-0.1	299.1418265	613.8612499
	1696.641176	3950.786293	2923.492858	868.7984757	207.3866804
	-0.1	1343.597311	4042.026922	194.8141151	750.2260005
	-0.1	106.7440637	537.6412306	1596.245094	3527.676276
	3847.771499	3178.033259	870.7002607	426.0575888	38.00476011
	-0.1	-0.1	4192.74204	823.2914207	1274.013602
	2963.387451	1260.860647	82.04749829	-0.1	-0.1
	2373.817257	292.1583842	-0.1	728.9322624	3630.31705
	118.4363022	614.4465134	2532.621374	2802.777124	2844.809454
	46.13022873	-0.1	-0.1	2744.988854	3095.095719
	2784.614577	3479.164072	3644.814576	1725.357759	1280.343677
	1037.569567	1045.033972	559.5136901	-0.1	-0.1
	645.7902678	639.5854151	3790.44397	1725.695447	1186.920481
	579.489049	-0.1	-0.1	2058.539176	2787.298905
	2951.199223	2804.403999	816.6560231	809.1817405	826.8420586
	207.2042823	2572.32678	35.7243826	-0.1	-0.1
	2970.439637	993.4031692	-0.1	-0.1	-0.1
	70.20034345	709.375324	-0.1	3323.403553	693.7006193
	270.0265466	-0.1	-0.1	535.2532633	625
	647.4604899	1143.727967	1140.099291	1352.30143	1200.782526
	1134.024429	569.9520527	3.216947078	319.4747441	4146.669113
	2734.470024	1520.964468	3169.727699	2983.128708	702.8409976
	-0.1	-0.1	718.75	1633.592638	1673.536157
	1581.912085	346.8397589	1026.402966	2031.872974	174.5922738
	3236.634801	1600.052524	434.569313	268.7415183	18.23604292
	92.20611705	-0.1	41.69261692	-0.1	218.75
	187.5	2472.99828	187.5	-0.1	1666.463066
	1589.665868	1813.363948	1534.080179	1009.793035	1690.72103
	672.5097706	11.8541906	968.75	2016.403865	3058.72236
	1694.25558	93.7	-0.1	-0.1	-0.1
	187.5	636.564512	487.2350721	1345.680411	442.1589073
	374.3321441	218.9333434	-0.1	1806.418655	843.0705017
	146.0151378	1335.618027	951.5233096	3696.6839	1754.9178
	4234.901089	3069.94437	3129.192458	2096.314829	2888.523703
	2174.77533	409.9162643	202.2012903	3343.75	-0.1
	-0.1	97.76371112	187.5	189.9507867	344.0458608
	382.5496018	593.8436398	625	626.9023822	7.749058363
	450.293147	187.5	187.5	432.5968072	68.44528411
	416.6670477	1738.380305	1044.910459	21.13629473	1137.061237
	1542.533677	-0.1	187.5	376.995267	3128.148377
	2398.784515	1114.430575	357.497449	205.577163	200.8899088
	187.5	-0.1	-0.1	-0.1	-0.1
	10.15663328	198.5820929	217.3607693	195.999025	332.9860626
